"시·군·구별","전문인력별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"충남","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","88","87","101","101","107","108","116","121","133","142",
"충남","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","5","8","9","8","8","11","10","11","18","19",
"충남","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","87","85","99","99","103","102","111","116","123","132",
"충남","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","12529","12873","13925","14880","16373","18950","21280","23161","26385","29017",
"충남","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","10039","10187","11099","12045","13331","15754","17743","19492","22516","24941",
"충남","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2867","3018","3217","3246","3467","3683","3974","4106","4383","4661",
"충남","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","63","62","63","71","68","74","72","78","80","81",
"충남","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","2","1","1","2","2","2","3","4","5",
"충남","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","63","60","62","70","66","72","70","75","76","76",
"천안시","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","79","111","142","","","","","","","",
"천안시","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","45","66","84","","","","","","","",
"천안시","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","35","49","59","","","","","","","",
"천안시","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","29","30","28","","","","","","","",
"천안시","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","9","6","","","","","","","",
"천안시","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","25","26","24","","","","","","","",
"천안시","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","16","21","18","","","","","","","",
"천안시","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","9","9","","","","","","","",
"천안시","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","12","10","","","","","","","",
"천안시","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","74","87","85","","","","","","","",
"천안시","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","18","23","23","","","","","","","",
"천안시","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","60","71","69","","","","","","","",
"천안시","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","","","","","","","",
"천안시","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","","","","","","","",
"천안시","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","","","","","","","",
"천안시","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","15","16","14","","","","","","","",
"천안시","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","2","","","","","","","",
"천안시","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","14","15","12","","","","","","","",
"천안시","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2113","2138","2335","","","","","","","",
"천안시","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1677","1626","1854","","","","","","","",
"천안시","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","486","560","539","","","","","","","",
"천안시","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","13","10","","","","","","","",
"천안시","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","0","","","","","","","",
"천안시","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","12","10","","","","","","","",
"천안시동남구","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","66","86","103","118","128","141","148",
"천안시동남구","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","38","52","63","76","83","91","97",
"천안시동남구","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","29","34","41","43","47","51","52",
"천안시동남구","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","17","16","17","18","22","20","17",
"천안시동남구","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","2","1","1","1","1","1","1",
"천안시동남구","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","17","16","17","18","22","20","17",
"천안시동남구","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","9","7","10","13","18","19","19",
"천안시동남구","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","2","2","3","7","11","11","10",
"천안시동남구","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","7","5","7","7","8","8","10",
"천안시동남구","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","51","59","65","70","84","78","82",
"천안시동남구","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","10","16","19","22","29","24","26",
"천안시동남구","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","45","45","48","52","60","59","60",
"천안시동남구","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","0","0","-","-","-","-","0",
"천안시동남구","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","0","0","-","-","-","-","0",
"천안시동남구","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","0","0","-","-","-","-","0",
"천안시동남구","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","14","15","15","16","19","19","18",
"천안시동남구","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","1","2","2","2","2","2","2",
"천안시동남구","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","13","14","14","15","18","18","17",
"천안시동남구","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","1370","1513","1703","2004","2125","2365","2615",
"천안시동남구","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","1000","1126","1275","1556","1657","1865","2100",
"천안시동남구","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","398","417","455","472","498","523","548",
"천안시동남구","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","11","10","11","12","12","11","10",
"천안시동남구","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","0","0","-","-","-","-","0",
"천안시동남구","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","11","10","11","12","12","11","10",
"천안시서북구","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","85","98","113","125","154","182","213",
"천안시서북구","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","58","66","80","88","107","125","141",
"천안시서북구","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","27","32","33","37","47","57","72",
"천안시서북구","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","15","17","18","17","14","14","16",
"천안시서북구","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","0","0","-","-","-","-","0",
"천안시서북구","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","15","17","18","17","14","14","16",
"천안시서북구","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","8","7","12","15","15","12","11",
"천안시서북구","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","4","5","7","7","8","6","5",
"천안시서북구","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","4","3","7","9","9","6","6",
"천안시서북구","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","39","49","54","62","72","86","91",
"천안시서북구","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","16","18","22","28","35","41","41",
"천안시서북구","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","","","","26","36","37","39","44","53","58",
