"시도별","설립구분별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"충청북도","개인","재가","기관수[개]","개","236","253","302","347","394","431","548","574","612","661",
"충청북도","개인","재가","정원[명]","명","304","441","860","1406","2413","2921","5008","5965","6673","7512",
"충청북도","개인","방문요양","기관수[개]","개","186","198","230","264","282","310","402","408","437","468",
"충청북도","개인","방문목욕","기관수[개]","개","137","149","162","188","192","205","217","220","226","239",
"충청북도","개인","방문간호","기관수[개]","개","10","12","11","11","12","12","16","12","12","13",
"충청북도","개인","주야간보호","기관수[개]","개","23","32","52","72","103","114","168","192","203","217",
"충청북도","개인","주야간보호","정원[명]","명","242","377","821","1377","2409","2909","5004","5961","6666","7508",
"충청북도","개인","단기보호","기관수[개]","개","4","4","3","2","1","2","1","1","2","1",
"충청북도","개인","단기보호","정원[명]","명","62","64","39","29","4","12","4","4","7","4",
"충청북도","개인","복지용구","기관수[개]","개","45","44","46","46","53","56","58","60","63","63",
"충청북도","개인","통합재가서비스","기관수[개]","개","","","","","","","","","0","1",
"충청북도","개인","시설","기관수[개]","개","180","184","193","205","216","217","230","237","248","257",
"충청북도","개인","시설","정원[명]","명","2760","3063","3436","3903","4411","4660","5002","5438","5937","6437",
"충청북도","개인","노인요양시설","기관수[개]","개","58","75","91","103","116","114","126","138","148","160",
"충청북도","개인","노인요양시설","정원[명]","명","1692","2116","2533","3000","3524","3744","4075","4554","5047","5580",
"충청북도","개인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"충청북도","개인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"충청북도","개인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"충청북도","개인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"충청북도","개인","노인요양공동생활가정","기관수[개]","개","122","109","102","102","100","103","104","99","100","97",
"충청북도","개인","노인요양공동생활가정","정원[명]","명","1068","947","903","903","887","916","927","884","890","857",
"충청북도","개인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"충청북도","개인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"충청북도","기타","계","기관수[개]","개","2","3","3","5","5","4","1","1","3","3",
"충청북도","기타","계","정원[명]","명","0","0","0","24","57","33","-","-","0","0",
"충청북도","기타","재가","기관수[개]","개","2","3","3","4","4","4","1","1","3","3",
"충청북도","기타","재가","정원[명]","명","0","0","0","0","33","33","-","-","0","0",
"충청북도","기타","방문요양","기관수[개]","개","2","3","3","4","4","4","1","1","3","3",
"충청북도","기타","방문목욕","기관수[개]","개","2","3","2","2","2","2","1","1","2","2",
"충청북도","기타","방문간호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"충청북도","기타","주야간보호","기관수[개]","개","0","0","0","1","1","1","-","-","0","0",
"충청북도","기타","주야간보호","정원[명]","명","0","0","0","0","33","33","-","-","0","0",
"충청북도","기타","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"충청북도","기타","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"충청북도","기타","복지용구","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"충청북도","기타","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"충청북도","기타","시설","기관수[개]","개","0","0","0","1","1","-","-","-","0","0",
"충청북도","기타","시설","정원[명]","명","0","0","0","24","24","-","-","-","0","0",
"충청북도","기타","노인요양시설","기관수[개]","개","0","0","0","1","1","-","-","-","0","0",
"충청북도","기타","노인요양시설","정원[명]","명","0","0","0","24","24","-","-","-","0","0",
"충청북도","기타","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"충청북도","기타","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"충청북도","기타","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"충청북도","기타","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"충청북도","기타","노인요양공동생활가정","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"충청북도","기타","노인요양공동생활가정","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"충청북도","기타","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"충청북도","기타","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"충청남도","계","계","기관수[개]","개","770","801","869","948","1026","1071","1250","1290","1382","1424",
"충청남도","계","계","정원[명]","명","9212","9689","10649","11820","13226","14136","16849","19056","21349","23429",
"충청남도","계","재가","기관수[개]","개","519","542","598","663","729","771","940","972","1048","1065",
"충청남도","계","재가","정원[명]","명","1475","1701","2209","2737","3573","4325","6243","7714","9106","10003",
"충청남도","계","방문요양","기관수[개]","개","435","448","485","529","576","607","738","762","826","840",
"충청남도","계","방문목욕","기관수[개]","개","382","388","417","439","457","467","541","553","587","590",
"충청남도","계","방문간호","기관수[개]","개","21","23","24","25","27","33","38","35","39","36",
"충청남도","계","주야간보호","기관수[개]","개","76","90","115","131","166","184","246","278","302","317",
"충청남도","계","주야간보호","정원[명]","명","1427","1665","2149","2669","3513","4280","6193","7668","9062","9954",
"충청남도","계","단기보호","기관수[개]","개","7","6","8","10","8","7","8","7","7","9",
"충청남도","계","단기보호","정원[명]","명","48","36","60","68","60","45","50","46","44","49",
"충청남도","계","복지용구","기관수[개]","개","66","65","67","82","86","89","90","87","89","93",
"충청남도","계","통합재가서비스","기관수[개]","개","","","","","","","","","1","2",
"충청남도","계","시설","기관수[개]","개","251","259","271","285","297","300","310","318","334","359",
"충청남도","계","시설","정원[명]","명","7737","7988","8440","9083","9653","9811","10606","11342","12243","13426",
"충청남도","계","노인요양시설","기관수[개]","개","145","150","162","173","187","194","207","214","234","255",
"충청남도","계","노인요양시설","정원[명]","명","6812","7035","7489","8118","8690","8878","9695","10421","11361","12509",
"충청남도","계","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"충청남도","계","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"충청남도","계","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"충청남도","계","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"충청남도","계","노인요양공동생활가정","기관수[개]","개","105","109","109","112","110","106","103","104","100","104",
"충청남도","계","노인요양공동생활가정","정원[명]","명","925","953","951","965","963","933","911","921","882","917",
"충청남도","계","노인요양시설(단기보호전환)","기관수[개]","개","1","","","","","","","","","",
"충청남도","계","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"충청남도","지방자치단체","계","기관수[개]","개","9","9","9","6","6","7","7","7","7","5",
"충청남도","지방자치단체","계","정원[명]","명","537","537","527","407","395","514","566","566","566","442",
"충청남도","지방자치단체","재가","기관수[개]","개","4","4","4","2","2","2","2","2","2","1",
"충청남도","지방자치단체","재가","정원[명]","명","84","84","84","51","51","51","55","55","55","19",
"충청남도","지방자치단체","방문요양","기관수[개]","개","1","1","1","0","0","-","-","-","0","0",
"충청남도","지방자치단체","방문목욕","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"충청남도","지방자치단체","방문간호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"충청남도","지방자치단체","주야간보호","기관수[개]","개","3","3","3","2","2","2","2","2","2","1",
